,smiles,value,cano_smiles
13,CCN=CNC1=CC=C(C=C1)C2=CN=CN2.Cl.Cl,-1.63002085111341,CCN=CNc1ccc(-c2cnc[nH]2)cc1.Cl.Cl
14,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)CCCCCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NC#N,-1.4099331233312946,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12
15,COC1=CC=C(C=C1)NC(=O)NCCCOC2=CC=CC(=C2)CN3CCCCC3,-2.800001827817969,COc1ccc(NC(=O)NCCCOc2cccc(CN3CCCCC3)c2)cc1
16,CC1=C(N=CN1)CSCCNC(=NCCSCC2=NC=CS2)N,-2.8900016131846367,Cc1[nH]cnc1CSCCNC(N)=NCCSCc1nccs1
17,CC(=NOC)C1=CC=C(C=C1)OCC2=CC=C(C=C2)CN3CCCCC3.C(=O)(C(=O)O)O,-3.59999981394342,CON=C(C)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1.O=C(O)C(=O)O
18,CC1=C(N=CN1)CSCCN=C(N)SCCCC2=CN=CN2,-3.519999840669677,Cc1[nH]cnc1CSCCN=C(N)SCCCc1cnc[nH]1
19,CC(C)(C)N=CNC1=CC=C(C=C1)C2=CN=CN2.Cl.Cl,-1.0499928569201429,CC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1.Cl.Cl
20,C1CCC(C1)CCCOCCCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-3.6999997975545824,O=C(O)C=CC(=O)O.c1ncc(CCCOCCCC2CCCC2)[nH]1
21,CCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-1.610021024664145,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
22,C1=CC=C2C(=C1)C(=CN2)CCC(=O)NC(=NCCCC3=CN=CN3)N,-2.640004146531061,NC(=NCCCc1cnc[nH]1)NC(=O)CCc1c[nH]c2ccccc12
23,C1CCC(CC1)NC(=O)NCCCOC2=CC=CC(=C2)CN3CCCCC3,-1.6399842480415885,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NC1CCCCC1
24,CC(C)NC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-1.6399842480415885,CC(C)NC(=O)NCCCOc1cccc(CN2CCCCC2)c1
25,CCC(C)(C)N=CNC1=CC=C(C=C1)C2=CN=CN2.Cl.Cl,-0.8800128383667718,CCC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1.Cl.Cl
26,CC1=NN(C(=O)C1[N+](=O)[O-])C2=CC=C(C=C2)[N+](=O)[O-].CC1=C(N=CN1)CSCCNC(=NCCCC2=CN(C=N2)C)N,-3.1999991251967965,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)C1[N+](=O)[O-].Cc1[nH]cnc1CSCCNC(N)=NCCCc1cn(C)cn1
27,CC1=C(N=CN1)CSCCNC(=NCCCC2=NC=CS2)N.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],-2.5000030680516936,Cc1[nH]cnc1CSCCNC(N)=NCCCc1nccs1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
28,CC1=C(N=CN1)CSCCNC(=NCCCC2=NC=CS2)N,-2.5000030680516936,Cc1[nH]cnc1CSCCNC(N)=NCCCc1nccs1
29,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCNC(=NCCCOC3=CC=CC(=C3)CN4CCCCC4)NC#N,-3.289998975481485,CN(C)c1cccc2c(S(=O)(=O)NCCNC(=NCCCOc3cccc(CN4CCCCC4)c3)NC#N)cccc12
30,COC1=CC=C(C=C1)NC(=S)NCCCOC2=CC=CC(=C2)CN3CCCCC3,-3.6400001669061024,COc1ccc(NC(=S)NCCCOc2cccc(CN3CCCCC3)c2)cc1
31,CC1=C(SC(=N1)N)CCN,-3.700011062322112,Cc1nc(N)sc1CCN
33,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NCC3=CC=CC=C3,-2.5400039448500267,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NCc1ccccc1
34,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3=CC=C(C=C3)Cl,-2.800001827817969,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1ccc(Cl)cc1
35,CCCC(=O)NC(=NCCCC1=CN=CN1)N,-2.6099997038422305,CCCC(=O)NC(N)=NCCCc1cnc[nH]1
36,CC1=C(N=CN1)CSCCNC(=NCCSCC2=C(NC=N2)C)N,-2.330007700872759,Cc1[nH]cnc1CSCCN=C(N)NCCSCc1nc[nH]c1C
37,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)C3=C4C=CC=CC4=NC5=CC=CC=C53)NC#N,-2.259999795081887,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1c2ccccc2nc2ccccc12
38,CC1=C(N=CN1)CSCCNC(=NCCSCC2=NC=CS2)N.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],-2.8900016131846367,Cc1[nH]cnc1CSCCNC(N)=NCCSCc1nccs1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
39,COC1=CC(=C(C=C1)OC)NC(=O)NCCCOC2=CC=CC(=C2)CN3CCCCC3,-2.200001865406602,COc1ccc(OC)c(NC(=O)NCCCOc2cccc(CN3CCCCC3)c2)c1
40,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCCCNC(=O)C3=CC(=C(C=C3)C(=O)O)C4C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)NC#N,-4.0,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCCCNC(=O)c1ccc(C(=O)O)c(C2c3ccc(O)cc3OC3=CC(=O)C=CC32)c1
41,C1CCN(CC1)CCCOC2=CC=C(C=C2)CCNC3=C4C=CC(=CC4=NC=C3)Cl,-3.6999997975545824,Clc1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1
42,CC(C)CN=CNC1=CC=C(C=C1)C2=CN=CN2,-0.7201593034059569,CC(C)CN=CNc1ccc(-c2cnc[nH]2)cc1
43,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],-2.250005028486896,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1ccc([N+](=O)[O-])cc1
44,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCCCNC(=O)C3=CC(=C(C=C3)C4C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O)NC#N,-3.950000030146585,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCCCNC(=O)c1ccc(C2c3ccc(O)cc3OC3=CC(=O)C=CC32)c(C(=O)O)c1
45,CCCCCCOCCCC1=CN=CN1.C(=CC(=O)O)C(=O)O,-4.0,CCCCCCOCCCc1cnc[nH]1.O=C(O)C=CC(=O)O
46,CC1=C(N=CN1)CSCCNC(=NCCCCC2=CN=CN2)N,-3.059998630149692,Cc1[nH]cnc1CSCCNC(N)=NCCCCc1cnc[nH]1
47,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3=CC4=C(C=C3)OCO4,-2.4599952560473914,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1ccc2c(c1)OCO2
48,CCC(C)NC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-1.9800033715837464,CCC(C)NC(=O)NCCCOc1cccc(CN2CCCCC2)c1
49,CCC(CC)N=CNC1=CC=C(C=C1)C2=CN=CN2.Cl.Cl,-1.4999618655961902,CCC(CC)N=CNc1ccc(-c2cnc[nH]2)cc1.Cl.Cl
50,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCCCCCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NC#N,-1.5100085129402347,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCCCCCNc1ccc([N+](=O)[O-])c2nonc12
51,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,-1.7715874808812553,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
52,CCC(C)N=CNC1=CC=C(C=C1)C2=CN=CN2,-1.1501421618485586,CCC(C)N=CNc1ccc(-c2cnc[nH]2)cc1
53,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3=CC(=CC=C3)Cl,-2.500003068051693,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1cccc(Cl)c1
54,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,-2.068909083365257,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
55,CCCCCCCCOCCCC1=CN=CN1.C(=CC(=O)O)C(=O)O,-3.40000061697638,CCCCCCCCOCCCc1cnc[nH]1.O=C(O)C=CC(=O)O
56,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCCCCCCCNC3=CC=C(C4=NON=C34)[N+](=O)[O-])NC#N,-1.0398105541483504,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCCCCCCCNc1ccc([N+](=O)[O-])c2nonc12
57,CC1=C(N=CN1)CSCCN=C(N)SC,-3.840000018255536,CSC(N)=NCCSCc1nc[nH]c1C
58,CCN=CNC1=CC=C(C=C1)C2=CN=CN2,-1.63002085111341,CCN=CNc1ccc(-c2cnc[nH]2)cc1
59,CC(C)(C)N=CNC1=CC=C(C=C1)C2=CN=CN2,-1.0499928569201429,CC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1
60,CC1=C(N=CN1)CSCC[NH+]=C(N)SC.[I-],-3.840000018255536,CSC(N)=[NH+]CCSCc1nc[nH]c1C.[I-]
61,CCC(CC)N=CNC1=CC=C(C=C1)C2=CN=CN2,-1.4999618655961902,CCC(CC)N=CNc1ccc(-c2cnc[nH]2)cc1
62,CC(C)CNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-2.229988836544811,CC(C)CNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
63,CC(=O)C1=CC=C2C3=C(CC(N2C1=O)COC(=O)CCC(=O)NCCCOC4=CC=CC(=C4)CN5CCCCC5)C6=CC=CC=C6N3,-3.259999795081887,CC(=O)c1ccc2n(c1=O)C(COC(=O)CCC(=O)NCCCOc1cccc(CN3CCCCC3)c1)Cc1c-2[nH]c2ccccc12
64,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3=CC=CC=C3,-2.099991233544684,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1ccccc1
65,COC1=CC=CC(=C1)NC(=O)NCCCOC2=CC=CC(=C2)CN3CCCCC3,-2.3005193996137856,COc1cccc(NC(=O)NCCCOc2cccc(CN3CCCCC3)c2)c1
66,COC1=CC(=C(C=C1)NC(=O)NCCCOC2=CC=CC(=C2)CN3CCCCC3)OC,-3.349999779126545,COc1ccc(NC(=O)NCCCOc2cccc(CN3CCCCC3)c2)c(OC)c1
67,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-1.5899496013257075,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
68,C1=C(N=C(S1)N=C(N)N)CSCCNC2=NS(=O)N=C2N,-1.4000196350651586,NC(N)=Nc1nc(CSCCNC2=NS(=O)N=C2N)cs1
69,CCCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-1.989983458301399,CCCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
70,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)C3=CC(=C(C=C3)N)I)NC#N,-1.4399639359209049,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1ccc(N)c(I)c1
71,CCCCCCCOCCCC1=CN=CN1.C(=CC(=O)O)C(=O)O,-3.299999496116984,CCCCCCCOCCCc1cnc[nH]1.O=C(O)C=CC(=O)O
72,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)NC3CC3,-1.6799726942774185,O=C(NCCCOc1cccc(CN2CCCCC2)c1)NC1CC1
73,CCC(=O)NC(=NCCCC1=CN=CN1)N,-2.5400039448500267,CCC(=O)NC(N)=NCCCc1cnc[nH]1
