,smiles,value,cano_smiles
2265,C1COCC(N1C(=O)C2=CC=CC=C2N3N=CC=N3)CC4=CC=CC(=C4)C5=NC=CC=N5,-3.276921132065774,O=C(c1ccccc1-n1nccn1)N1CCOCC1Cc1cccc(-c2ncccn2)c1
2266,C1CC(N(C1)C(=O)C2=C(C=C(C=C2)Cl)N3N=CC=N3)C4=NC(=NN4)C5=CC=CC=C5OC(F)(F)F,-0.4771212547196624,O=C(c1ccc(Cl)cc1-n1nccn1)N1CCCC1c1nc(-c2ccccc2OC(F)(F)F)n[nH]1
2267,CC1=CC=CC(=C1)C2=C(N=CO2)C(=O)NC3=CN(N=C3)CCC4=CC(=CC=C4)OC,-2.6009728956867484,COc1cccc(CCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)c1
2268,C1CC(CN(C1CNC(=O)C2=CC=CC3=C2N=CC=C3)C(=O)C4=CC=CC=C4C5=CC=CC=C5)(F)F,-0.3010299956639812,O=C(NCC1CCC(F)(F)CN1C(=O)c1ccccc1-c1ccccc1)c1cccc2cccnc12
2269,CC1CN(C(CO1)CC2=CC(=CC=C2)N3N=CC=N3)C(=O)C4=CC(=C(C=C4N5N=CC=N5)C)C,-1.3802112417116061,Cc1cc(C(=O)N2CC(C)OCC2Cc2cccc(-n3nccn3)c2)c(-n2nccn2)cc1C
2270,COC1=CC=C(C=C1)C2=C(N=CO2)C(=O)NC3=CN(N=C3)CCC4=CNC5=C4C=C(C=C5)OC,-1.5440680443502757,COc1ccc(-c2ocnc2C(=O)Nc2cnn(CCc3c[nH]c4ccc(OC)cc34)c2)cc1
2271,CC1=CC(=C(C=C1)N2N=CC=N2)C(=O)N3CCCOC3CC4=NOC(=N4)C5=CC=C(C=C5)F,-0.2304489213782739,Cc1ccc(-n2nccn2)c(C(=O)N2CCCOC2Cc2noc(-c3ccc(F)cc3)n2)c1
2272,CC1CCC(CN1C(=O)C2=CC=CC=C2N3N=CN=N3)C4=NC(=C(S4)C)C(C)(C)O,-1.2787536009528289,Cc1sc(C2CCC(C)N(C(=O)c3ccccc3-n3ncnn3)C2)nc1C(C)(C)O
2273,COC1=C(C(=CC=C1)OC)C2CCCC(=O)N2CC3=NC(=CC=C3)OC(F)F,-1.8061799739838869,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(OC(F)F)n1
2274,CC1=CN=CC(=C1)C2=NC=C(C(=C2)C(=O)NCC3=NC(=C(C=C3)OC)OC)N4CCOCC4,-3.544316141747428,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2N2CCOCC2)nc1OC
2275,CC1=C(C=CC=C1F)C2=NOC(=N2)C3CCCN3C(=O)C4=C(C=CC(=C4)F)N5N=CC=N5,-1.57978359661681,Cc1c(F)cccc1-c1noc(C2CCCN2C(=O)c2cc(F)ccc2-n2nccn2)n1
2276,CC1=C(C=C(C(=C1)C(=O)N2CCCC2C3=NC(=NO3)C4=CC=CC=C4OC(F)F)N5N=CC=N5)C,-0.4771212547196624,Cc1cc(C(=O)N2CCCC2c2nc(-c3ccccc3OC(F)F)no2)c(-n2nccn2)cc1C
2277,CCOC1=C(C=CC=N1)C2=NOC(=N2)C3CCCN3C(=O)C4=C(C=CC(=C4)F)N5N=CC=N5,-1.8750612633917,CCOc1ncccc1-c1noc(C2CCCN2C(=O)c2cc(F)ccc2-n2nccn2)n1
2278,CC1=C(C=CC=C1F)C2=NOC(=N2)C3CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5,-0.9030899869919436,COc1ccc(-n2nccn2)c(C(=O)N2CCCC2c2nc(-c3cccc(F)c3C)no2)c1
2279,CC1CC(N(C1=O)CC2=CC=CC(=C2)C3=CN=CS3)C4=C(C=CC=C4OC)OC,-2.0569048513364727,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-c2cncs2)c1
2280,CCC1=CC=CC=C1C2=NC(=NO2)C3CCCN3C(=O)C4=C(C=CC(=C4)Cl)N5N=CC=N5,-1.0,CCc1ccccc1-c1nc(C2CCCN2C(=O)c2cc(Cl)ccc2-n2nccn2)no1
2281,CN(CC1=CC=C(C=C1)F)C(=O)CC2=NC(=C3N2C=CC=C3)S(=O)(=O)CC4=CC=CC=C4,-2.287801729930226,CN(Cc1ccc(F)cc1)C(=O)Cc1nc(S(=O)(=O)Cc2ccccc2)c2ccccn12
2282,CC1CC(N(C1=O)CC2=CC=C(C=C2)OC(F)F)C3=C(C=CC=C3OC)OC,-2.79309160017658,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)cc1
2283,COC1=C(C(=CC=C1)OC)C(=O)NC2CCCC2CC3=NC4=CC=CC=C4C=C3,-3.397940008672037,COc1cccc(OC)c1C(=O)NC1CCCC1Cc1ccc2ccccc2n1
2284,COC(=O)C1=C(CC2CCC1N2C(=O)NCCOC3=CC=CC=C3Cl)C4=CC=CC=C4OCC5=CC=CC=C5,-3.591064607026498,COC(=O)C1=C(c2ccccc2OCc2ccccc2)CC2CCC1N2C(=O)NCCOc1ccccc1Cl
2285,COC1=C(C(=CC=C1)OC)C2CCCC(=O)N2CC3=CC(=C(C=C3)OC(F)(F)F)F,-1.2552725051033058,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1
2286,CC1=C(C(=C(C=C1)C(=O)N2CCOCC2CC3=C(C=CC(=C3)C4=NC=CC=N4)F)N5N=CC=N5)C,-3.3541084391474008,Cc1ccc(C(=O)N2CCOCC2Cc2cc(-c3ncccn3)ccc2F)c(-n2nccn2)c1C
